PersonID,EventID,SpaceID,StartDateTime,EndDateTime
90,-1,0,2020-02-11 00:00:00,2020-02-11 08:50:16
23,-1,0,2020-02-11 00:00:00,2020-02-11 08:48:24
120,-1,0,2020-02-11 00:00:00,2020-02-11 10:45:18
103,-1,0,2020-02-11 00:00:00,2020-02-11 11:09:45
19,-1,0,2020-02-11 00:00:00,2020-02-11 08:05:26
83,-1,0,2020-02-11 00:00:00,2020-02-11 09:01:59
59,-1,0,2020-02-11 00:00:00,2020-02-11 10:03:05
46,-1,0,2020-02-11 00:00:00,2020-02-11 10:02:12
108,-1,0,2020-02-11 00:00:00,2020-02-11 08:31:07
91,-1,0,2020-02-11 00:00:00,2020-02-11 10:15:11
41,-1,0,2020-02-11 00:00:00,2020-02-11 08:48:54
97,-1,0,2020-02-11 00:00:00,2020-02-11 10:55:52
40,-1,0,2020-02-11 00:00:00,2020-02-11 09:26:44
136,-1,0,2020-02-11 00:00:00,2020-02-11 09:37:54
137,-1,0,2020-02-11 00:00:00,2020-02-11 10:27:16
28,-1,0,2020-02-11 00:00:00,2020-02-11 08:06:09
3,-1,0,2020-02-11 00:00:00,2020-02-11 08:32:04
75,-1,0,2020-02-11 00:00:00,2020-02-11 09:36:39
10,-1,0,2020-02-11 00:00:00,2020-02-11 09:21:40
124,-1,0,2020-02-11 00:00:00,2020-02-11 07:46:28
85,-1,0,2020-02-11 00:00:00,2020-02-11 09:53:21
115,-1,0,2020-02-11 00:00:00,2020-02-11 08:43:22
63,-1,0,2020-02-11 00:00:00,2020-02-11 10:17:25
47,-1,0,2020-02-11 00:00:00,2020-02-11 10:03:01
79,-1,0,2020-02-11 00:00:00,2020-02-11 09:43:00
12,-1,0,2020-02-11 00:00:00,2020-02-11 09:14:49
66,-1,0,2020-02-11 00:00:00,2020-02-11 09:23:50
70,-1,0,2020-02-11 00:00:00,2020-02-11 08:43:45
9,-1,0,2020-02-11 00:00:00,2020-02-11 08:08:11
145,-1,0,2020-02-11 00:00:00,2020-02-11 10:10:06
78,-1,0,2020-02-11 00:00:00,2020-02-11 08:36:35
77,-1,0,2020-02-11 00:00:00,2020-02-11 08:24:37
104,-1,0,2020-02-11 00:00:00,2020-02-11 09:25:06
127,-1,0,2020-02-11 00:00:00,2020-02-11 10:36:04
48,-1,0,2020-02-11 00:00:00,2020-02-11 08:11:29
144,-1,0,2020-02-11 00:00:00,2020-02-11 08:22:33
143,-1,0,2020-02-11 00:00:00,2020-02-11 11:44:43
130,-1,0,2020-02-11 00:00:00,2020-02-11 11:45:11
157,-1,0,2020-02-11 00:00:00,2020-02-11 08:03:41
2,-1,0,2020-02-11 00:00:00,2020-02-11 09:19:29
32,-1,0,2020-02-11 00:00:00,2020-02-11 09:25:20
110,-1,0,2020-02-11 00:00:00,2020-02-11 11:34:42
45,-1,0,2020-02-11 00:00:00,2020-02-11 09:31:06
141,-1,0,2020-02-11 00:00:00,2020-02-11 10:19:55
142,-1,0,2020-02-11 00:00:00,2020-02-11 08:02:36
88,-1,0,2020-02-11 00:00:00,2020-02-11 10:06:53
44,-1,0,2020-02-11 00:00:00,2020-02-11 09:16:11
5,-1,0,2020-02-11 00:00:00,2020-02-11 09:51:03
33,-1,0,2020-02-11 00:00:00,2020-02-11 09:04:18
151,-1,0,2020-02-11 00:00:00,2020-02-11 09:03:41
56,-1,0,2020-02-11 00:00:00,2020-02-11 09:37:27
129,-1,0,2020-02-11 00:00:00,2020-02-11 08:21:31
99,-1,0,2020-02-11 00:00:00,2020-02-11 08:38:38
156,-1,0,2020-02-11 00:00:00,2020-02-11 11:52:10
20,-1,0,2020-02-11 00:00:00,2020-02-11 09:06:40
31,-1,0,2020-02-11 00:00:00,2020-02-11 09:16:23
138,-1,0,2020-02-11 00:00:00,2020-02-11 08:30:31
159,-1,0,2020-02-11 00:00:00,2020-02-11 10:43:37
35,-1,0,2020-02-11 00:00:00,2020-02-11 07:53:28
71,-1,0,2020-02-11 00:00:00,2020-02-11 08:51:21
116,-1,0,2020-02-11 00:00:00,2020-02-11 10:57:53
55,-1,0,2020-02-11 00:00:00,2020-02-11 09:01:09
13,-1,0,2020-02-11 00:00:00,2020-02-11 07:40:04
57,-1,0,2020-02-11 00:00:00,2020-02-11 09:21:57
128,-1,0,2020-02-11 00:00:00,2020-02-11 09:50:13
89,-1,0,2020-02-11 00:00:00,2020-02-11 08:17:47
119,-1,0,2020-02-11 00:00:00,2020-02-11 10:06:44
132,-1,0,2020-02-11 00:00:00,2020-02-11 10:31:28
43,-1,0,2020-02-11 00:00:00,2020-02-11 08:31:08
158,-1,0,2020-02-11 00:00:00,2020-02-11 07:16:07
16,-1,0,2020-02-11 00:00:00,2020-02-11 09:15:11
111,-1,0,2020-02-11 00:00:00,2020-02-11 07:42:29
160,-1,0,2020-02-11 00:00:00,2020-02-11 09:22:25
65,-1,0,2020-02-11 00:00:00,2020-02-11 10:02:41
133,-1,0,2020-02-11 00:00:00,2020-02-11 11:29:02
1,-1,0,2020-02-11 00:00:00,2020-02-11 09:00:58
121,-1,0,2020-02-11 00:00:00,2020-02-11 10:10:40
114,-1,0,2020-02-11 00:00:00,2020-02-11 09:01:18
53,-1,0,2020-02-11 00:00:00,2020-02-11 09:24:13
94,-1,0,2020-02-11 00:00:00,2020-02-11 09:38:57
39,-1,0,2020-02-11 00:00:00,2020-02-11 08:39:49
21,-1,0,2020-02-11 00:00:00,2020-02-11 10:04:51
27,-1,0,2020-02-11 00:00:00,2020-02-11 08:50:27
117,-1,0,2020-02-11 00:00:00,2020-02-11 10:04:26
73,-1,0,2020-02-11 00:00:00,2020-02-11 07:53:30
92,-1,0,2020-02-11 00:00:00,2020-02-11 09:31:46
102,-1,0,2020-02-11 00:00:00,2020-02-11 08:34:22
125,-1,0,2020-02-11 00:00:00,2020-02-11 08:50:06
51,-1,0,2020-02-11 00:00:00,2020-02-11 08:02:21
18,-1,0,2020-02-11 00:00:00,2020-02-11 08:45:45
139,-1,0,2020-02-11 00:00:00,2020-02-11 10:05:57
140,-1,0,2020-02-11 00:00:00,2020-02-11 09:15:04
7,-1,0,2020-02-11 00:00:00,2020-02-11 08:49:36
150,-1,0,2020-02-11 00:00:00,2020-02-11 11:43:28
6,-1,0,2020-02-11 00:00:00,2020-02-11 09:46:17
64,-1,0,2020-02-11 00:00:00,2020-02-11 09:22:54
146,-1,0,2020-02-11 00:00:00,2020-02-11 10:21:53
25,-1,0,2020-02-11 00:00:00,2020-02-11 09:33:56
62,-1,0,2020-02-11 00:00:00,2020-02-11 10:23:00
26,-1,0,2020-02-11 00:00:00,2020-02-11 08:17:42
101,-1,0,2020-02-11 00:00:00,2020-02-11 12:16:02
147,-1,0,2020-02-11 00:00:00,2020-02-11 08:58:04
109,-1,0,2020-02-11 00:00:00,2020-02-11 08:54:26
105,-1,0,2020-02-11 00:00:00,2020-02-11 10:08:23
123,-1,0,2020-02-11 00:00:00,2020-02-11 11:12:51
29,-1,0,2020-02-11 00:00:00,2020-02-11 09:05:15
24,-1,0,2020-02-11 00:00:00,2020-02-11 08:06:18
134,-1,0,2020-02-11 00:00:00,2020-02-11 09:37:49
96,-1,0,2020-02-11 00:00:00,2020-02-11 08:55:03
58,-1,0,2020-02-11 00:00:00,2020-02-11 09:01:33
52,-1,0,2020-02-11 00:00:00,2020-02-11 11:43:49
17,-1,0,2020-02-11 00:00:00,2020-02-11 08:30:29
76,-1,0,2020-02-11 00:00:00,2020-02-11 10:25:36
154,-1,0,2020-02-11 00:00:00,2020-02-11 07:45:17
38,-1,0,2020-02-11 00:00:00,2020-02-11 08:02:52
50,-1,0,2020-02-11 00:00:00,2020-02-11 08:27:59
148,-1,0,2020-02-11 00:00:00,2020-02-11 09:35:57
61,-1,0,2020-02-11 00:00:00,2020-02-11 08:18:29
98,-1,0,2020-02-11 00:00:00,2020-02-11 11:34:27
81,-1,0,2020-02-11 00:00:00,2020-02-11 07:54:28
30,-1,0,2020-02-11 00:00:00,2020-02-11 10:45:39
67,-1,0,2020-02-11 00:00:00,2020-02-11 07:53:47
122,-1,0,2020-02-11 00:00:00,2020-02-11 11:12:16
126,-1,0,2020-02-11 00:00:00,2020-02-11 11:17:10
42,-1,0,2020-02-11 00:00:00,2020-02-11 09:39:36
135,-1,0,2020-02-11 00:00:00,2020-02-11 10:08:45
34,-1,0,2020-02-11 00:00:00,2020-02-11 08:58:32
153,-1,0,2020-02-11 00:00:00,2020-02-11 09:07:51
22,-1,0,2020-02-11 00:00:00,2020-02-11 10:12:22
86,-1,0,2020-02-11 00:00:00,2020-02-11 07:51:15
107,-1,0,2020-02-11 00:00:00,2020-02-11 09:24:38
131,-1,0,2020-02-11 00:00:00,2020-02-11 09:55:00
100,-1,0,2020-02-11 00:00:00,2020-02-11 09:49:18
72,-1,0,2020-02-11 00:00:00,2020-02-11 08:39:10
118,-1,0,2020-02-11 00:00:00,2020-02-11 10:19:40
54,-1,0,2020-02-11 00:00:00,2020-02-11 08:21:23
155,-1,0,2020-02-11 00:00:00,2020-02-11 11:36:12
68,-1,0,2020-02-11 00:00:00,2020-02-11 08:41:23
95,-1,0,2020-02-11 00:00:00,2020-02-11 08:04:09
149,-1,0,2020-02-11 00:00:00,2020-02-11 10:19:15
14,-1,0,2020-02-11 00:00:00,2020-02-11 08:35:44
82,-1,0,2020-02-11 00:00:00,2020-02-11 09:33:42
106,-1,0,2020-02-11 00:00:00,2020-02-11 09:59:29
87,-1,0,2020-02-11 00:00:00,2020-02-11 08:17:18
152,-1,0,2020-02-11 00:00:00,2020-02-11 09:55:55
158,0,0,2020-02-11 07:16:07,2020-02-11 07:25:57
158,0,0,2020-02-11 07:25:57,2020-02-11 07:36:36
158,0,0,2020-02-11 07:36:36,2020-02-11 07:46:44
13,0,0,2020-02-11 07:40:04,2020-02-11 07:48:31
111,0,0,2020-02-11 07:42:29,2020-02-11 07:52:33
