PersonID,EventID,SpaceID,StartDateTime,EndDateTime
98,-1,0,2020-02-05 00:00:00,2020-02-05 09:23:14
1,-1,0,2020-02-05 00:00:00,2020-02-05 07:59:33
99,-1,0,2020-02-05 00:00:00,2020-02-05 09:50:45
17,-1,0,2020-02-05 00:00:00,2020-02-05 07:33:20
135,-1,0,2020-02-05 00:00:00,2020-02-05 09:41:22
38,-1,0,2020-02-05 00:00:00,2020-02-05 09:10:43
138,-1,0,2020-02-05 00:00:00,2020-02-05 11:08:56
29,-1,0,2020-02-05 00:00:00,2020-02-05 09:08:01
73,-1,0,2020-02-05 00:00:00,2020-02-05 09:44:43
109,-1,0,2020-02-05 00:00:00,2020-02-05 12:31:42
58,-1,0,2020-02-05 00:00:00,2020-02-05 09:12:51
146,-1,0,2020-02-05 00:00:00,2020-02-05 11:40:06
113,-1,0,2020-02-05 00:00:00,2020-02-05 11:13:10
133,-1,0,2020-02-05 00:00:00,2020-02-05 10:37:03
115,-1,0,2020-02-05 00:00:00,2020-02-05 10:34:09
19,-1,0,2020-02-05 00:00:00,2020-02-05 08:57:02
86,-1,0,2020-02-05 00:00:00,2020-02-05 08:55:50
51,-1,0,2020-02-05 00:00:00,2020-02-05 10:02:10
126,-1,0,2020-02-05 00:00:00,2020-02-05 09:41:24
3,-1,0,2020-02-05 00:00:00,2020-02-05 09:05:11
55,-1,0,2020-02-05 00:00:00,2020-02-05 10:28:12
68,-1,0,2020-02-05 00:00:00,2020-02-05 09:10:17
44,-1,0,2020-02-05 00:00:00,2020-02-05 09:35:01
120,-1,0,2020-02-05 00:00:00,2020-02-05 12:32:21
35,-1,0,2020-02-05 00:00:00,2020-02-05 08:59:14
56,-1,0,2020-02-05 00:00:00,2020-02-05 09:06:42
67,-1,0,2020-02-05 00:00:00,2020-02-05 08:15:12
39,-1,0,2020-02-05 00:00:00,2020-02-05 09:15:38
97,-1,0,2020-02-05 00:00:00,2020-02-05 12:06:34
107,-1,0,2020-02-05 00:00:00,2020-02-05 09:00:29
104,-1,0,2020-02-05 00:00:00,2020-02-05 10:12:34
60,-1,0,2020-02-05 00:00:00,2020-02-05 08:20:34
70,-1,0,2020-02-05 00:00:00,2020-02-05 10:57:37
48,-1,0,2020-02-05 00:00:00,2020-02-05 08:59:19
63,-1,0,2020-02-05 00:00:00,2020-02-05 09:30:39
111,-1,0,2020-02-05 00:00:00,2020-02-05 09:51:35
147,-1,0,2020-02-05 00:00:00,2020-02-05 08:57:30
12,-1,0,2020-02-05 00:00:00,2020-02-05 11:59:53
89,-1,0,2020-02-05 00:00:00,2020-02-05 08:58:31
94,-1,0,2020-02-05 00:00:00,2020-02-05 08:05:28
78,-1,0,2020-02-05 00:00:00,2020-02-05 08:29:00
23,-1,0,2020-02-05 00:00:00,2020-02-05 09:31:09
6,-1,0,2020-02-05 00:00:00,2020-02-05 08:37:21
76,-1,0,2020-02-05 00:00:00,2020-02-05 09:13:40
49,-1,0,2020-02-05 00:00:00,2020-02-05 10:18:32
127,-1,0,2020-02-05 00:00:00,2020-02-05 09:28:38
92,-1,0,2020-02-05 00:00:00,2020-02-05 09:16:45
9,-1,0,2020-02-05 00:00:00,2020-02-05 08:41:59
121,-1,0,2020-02-05 00:00:00,2020-02-05 08:04:31
5,-1,0,2020-02-05 00:00:00,2020-02-05 07:59:20
65,-1,0,2020-02-05 00:00:00,2020-02-05 09:32:24
153,-1,0,2020-02-05 00:00:00,2020-02-05 11:10:26
28,-1,0,2020-02-05 00:00:00,2020-02-05 10:08:00
144,-1,0,2020-02-05 00:00:00,2020-02-05 09:41:47
66,-1,0,2020-02-05 00:00:00,2020-02-05 09:53:54
145,-1,0,2020-02-05 00:00:00,2020-02-05 08:41:03
150,-1,0,2020-02-05 00:00:00,2020-02-05 08:17:20
125,-1,0,2020-02-05 00:00:00,2020-02-05 10:00:16
21,-1,0,2020-02-05 00:00:00,2020-02-05 10:13:49
64,-1,0,2020-02-05 00:00:00,2020-02-05 10:27:17
80,-1,0,2020-02-05 00:00:00,2020-02-05 09:30:19
24,-1,0,2020-02-05 00:00:00,2020-02-05 10:01:12
37,-1,0,2020-02-05 00:00:00,2020-02-05 08:53:20
10,-1,0,2020-02-05 00:00:00,2020-02-05 08:40:35
95,-1,0,2020-02-05 00:00:00,2020-02-05 09:23:24
103,-1,0,2020-02-05 00:00:00,2020-02-05 12:06:25
154,-1,0,2020-02-05 00:00:00,2020-02-05 09:37:37
8,-1,0,2020-02-05 00:00:00,2020-02-05 08:43:42
149,-1,0,2020-02-05 00:00:00,2020-02-05 10:01:02
87,-1,0,2020-02-05 00:00:00,2020-02-05 09:59:32
62,-1,0,2020-02-05 00:00:00,2020-02-05 08:51:16
88,-1,0,2020-02-05 00:00:00,2020-02-05 09:07:48
50,-1,0,2020-02-05 00:00:00,2020-02-05 11:08:09
77,-1,0,2020-02-05 00:00:00,2020-02-05 10:00:09
