PersonID,EventID,SpaceID,StartDateTime,EndDateTime
70,-1,0,2020-07-23 00:00:00,2020-07-23 09:24:13
123,-1,0,2020-07-23 00:00:00,2020-07-23 10:06:47
19,-1,0,2020-07-23 00:00:00,2020-07-23 08:13:40
125,-1,0,2020-07-23 00:00:00,2020-07-23 10:53:33
74,-1,0,2020-07-23 00:00:00,2020-07-23 08:51:22
143,-1,0,2020-07-23 00:00:00,2020-07-23 13:04:53
14,-1,0,2020-07-23 00:00:00,2020-07-23 09:37:10
108,-1,0,2020-07-23 00:00:00,2020-07-23 08:16:44
87,-1,0,2020-07-23 00:00:00,2020-07-23 08:32:21
134,-1,0,2020-07-23 00:00:00,2020-07-23 10:08:03
61,-1,0,2020-07-23 00:00:00,2020-07-23 08:55:33
112,-1,0,2020-07-23 00:00:00,2020-07-23 10:55:03
144,-1,0,2020-07-23 00:00:00,2020-07-23 08:33:03
68,-1,0,2020-07-23 00:00:00,2020-07-23 08:28:36
51,-1,0,2020-07-23 00:00:00,2020-07-23 08:20:44
83,-1,0,2020-07-23 00:00:00,2020-07-23 07:46:35
1,-1,0,2020-07-23 00:00:00,2020-07-23 09:57:56
9,-1,0,2020-07-23 00:00:00,2020-07-23 08:04:43
121,-1,0,2020-07-23 00:00:00,2020-07-23 08:40:55
158,-1,0,2020-07-23 00:00:00,2020-07-23 08:20:26
148,-1,0,2020-07-23 00:00:00,2020-07-23 08:30:42
11,-1,0,2020-07-23 00:00:00,2020-07-23 09:18:50
113,-1,0,2020-07-23 00:00:00,2020-07-23 08:30:55
28,-1,0,2020-07-23 00:00:00,2020-07-23 08:15:36
151,-1,0,2020-07-23 00:00:00,2020-07-23 08:16:16
142,-1,0,2020-07-23 00:00:00,2020-07-23 09:58:28
100,-1,0,2020-07-23 00:00:00,2020-07-23 10:48:24
105,-1,0,2020-07-23 00:00:00,2020-07-23 09:11:26
44,-1,0,2020-07-23 00:00:00,2020-07-23 08:57:44
160,-1,0,2020-07-23 00:00:00,2020-07-23 12:41:09
149,-1,0,2020-07-23 00:00:00,2020-07-23 09:03:16
97,-1,0,2020-07-23 00:00:00,2020-07-23 12:08:04
65,-1,0,2020-07-23 00:00:00,2020-07-23 08:41:47
150,-1,0,2020-07-23 00:00:00,2020-07-23 10:37:38
58,-1,0,2020-07-23 00:00:00,2020-07-23 08:51:09
29,-1,0,2020-07-23 00:00:00,2020-07-23 10:14:05
73,-1,0,2020-07-23 00:00:00,2020-07-23 08:45:28
137,-1,0,2020-07-23 00:00:00,2020-07-23 10:08:08
130,-1,0,2020-07-23 00:00:00,2020-07-23 09:43:44
138,-1,0,2020-07-23 00:00:00,2020-07-23 08:59:02
25,-1,0,2020-07-23 00:00:00,2020-07-23 09:37:41
152,-1,0,2020-07-23 00:00:00,2020-07-23 10:06:41
86,-1,0,2020-07-23 00:00:00,2020-07-23 09:59:00
18,-1,0,2020-07-23 00:00:00,2020-07-23 08:58:44
106,-1,0,2020-07-23 00:00:00,2020-07-23 11:15:29
39,-1,0,2020-07-23 00:00:00,2020-07-23 08:01:52
90,-1,0,2020-07-23 00:00:00,2020-07-23 09:33:53
16,-1,0,2020-07-23 00:00:00,2020-07-23 08:23:48
96,-1,0,2020-07-23 00:00:00,2020-07-23 08:22:27
155,-1,0,2020-07-23 00:00:00,2020-07-23 07:57:50
40,-1,0,2020-07-23 00:00:00,2020-07-23 08:21:25
82,-1,0,2020-07-23 00:00:00,2020-07-23 08:41:48
107,-1,0,2020-07-23 00:00:00,2020-07-23 09:37:38
119,-1,0,2020-07-23 00:00:00,2020-07-23 08:12:47
55,-1,0,2020-07-23 00:00:00,2020-07-23 09:06:23
53,-1,0,2020-07-23 00:00:00,2020-07-23 11:20:14
132,-1,0,2020-07-23 00:00:00,2020-07-23 09:42:34
140,-1,0,2020-07-23 00:00:00,2020-07-23 10:06:48
116,-1,0,2020-07-23 00:00:00,2020-07-23 09:17:03
23,-1,0,2020-07-23 00:00:00,2020-07-23 09:06:41
94,-1,0,2020-07-23 00:00:00,2020-07-23 09:45:50
32,-1,0,2020-07-23 00:00:00,2020-07-23 10:32:29
115,-1,0,2020-07-23 00:00:00,2020-07-23 08:54:22
49,-1,0,2020-07-23 00:00:00,2020-07-23 08:16:40
89,-1,0,2020-07-23 00:00:00,2020-07-23 09:12:32
104,-1,0,2020-07-23 00:00:00,2020-07-23 10:18:40
157,-1,0,2020-07-23 00:00:00,2020-07-23 10:37:36
84,-1,0,2020-07-23 00:00:00,2020-07-23 08:41:36
159,-1,0,2020-07-23 00:00:00,2020-07-23 09:35:50
103,-1,0,2020-07-23 00:00:00,2020-07-23 10:04:24
57,-1,0,2020-07-23 00:00:00,2020-07-23 08:37:28
50,-1,0,2020-07-23 00:00:00,2020-07-23 09:11:03
59,-1,0,2020-07-23 00:00:00,2020-07-23 09:13:40
67,-1,0,2020-07-23 00:00:00,2020-07-23 09:17:58
117,-1,0,2020-07-23 00:00:00,2020-07-23 09:50:50
141,-1,0,2020-07-23 00:00:00,2020-07-23 11:51:43
156,-1,0,2020-07-23 00:00:00,2020-07-23 10:57:48
78,-1,0,2020-07-23 00:00:00,2020-07-23 07:54:36
147,-1,0,2020-07-23 00:00:00,2020-07-23 12:28:42
111,-1,0,2020-07-23 00:00:00,2020-07-23 09:55:11
102,-1,0,2020-07-23 00:00:00,2020-07-23 12:30:26
124,-1,0,2020-07-23 00:00:00,2020-07-23 09:24:52
99,-1,0,2020-07-23 00:00:00,2020-07-23 09:50:16
42,-1,0,2020-07-23 00:00:00,2020-07-23 08:32:32
81,-1,0,2020-07-23 00:00:00,2020-07-23 10:20:54
69,-1,0,2020-07-23 00:00:00,2020-07-23 11:02:00
139,-1,0,2020-07-23 00:00:00,2020-07-23 11:31:27
126,-1,0,2020-07-23 00:00:00,2020-07-23 10:48:07
118,-1,0,2020-07-23 00:00:00,2020-07-23 09:57:35
4,-1,0,2020-07-23 00:00:00,2020-07-23 08:30:42
5,-1,0,2020-07-23 00:00:00,2020-07-23 09:32:56
95,-1,0,2020-07-23 00:00:00,2020-07-23 08:01:59
48,-1,0,2020-07-23 00:00:00,2020-07-23 10:26:47
131,-1,0,2020-07-23 00:00:00,2020-07-23 10:48:02
26,-1,0,2020-07-23 00:00:00,2020-07-23 08:11:23
88,-1,0,2020-07-23 00:00:00,2020-07-23 08:45:57
66,-1,0,2020-07-23 00:00:00,2020-07-23 09:32:30
110,-1,0,2020-07-23 00:00:00,2020-07-23 09:46:08
72,-1,0,2020-07-23 00:00:00,2020-07-23 09:01:41
145,-1,0,2020-07-23 00:00:00,2020-07-23 08:01:02
76,-1,0,2020-07-23 00:00:00,2020-07-23 07:45:33
129,-1,0,2020-07-23 00:00:00,2020-07-23 10:16:12
80,-1,0,2020-07-23 00:00:00,2020-07-23 09:01:05
109,-1,0,2020-07-23 00:00:00,2020-07-23 09:08:12
15,-1,0,2020-07-23 00:00:00,2020-07-23 08:09:47
127,-1,0,2020-07-23 00:00:00,2020-07-23 11:21:31
12,-1,0,2020-07-23 00:00:00,2020-07-23 09:13:17
146,-1,0,2020-07-23 00:00:00,2020-07-23 09:34:58
135,-1,0,2020-07-23 00:00:00,2020-07-23 09:50:29
54,-1,0,2020-07-23 00:00:00,2020-07-23 09:44:31
27,-1,0,2020-07-23 00:00:00,2020-07-23 10:00:09
91,-1,0,2020-07-23 00:00:00,2020-07-23 08:09:46
30,-1,0,2020-07-23 00:00:00,2020-07-23 10:40:01
22,-1,0,2020-07-23 00:00:00,2020-07-23 10:30:53
2,-1,0,2020-07-23 00:00:00,2020-07-23 08:00:20
101,-1,0,2020-07-23 00:00:00,2020-07-23 12:35:42
85,-1,0,2020-07-23 00:00:00,2020-07-23 09:24:14
114,-1,0,2020-07-23 00:00:00,2020-07-23 12:23:30
128,-1,0,2020-07-23 00:00:00,2020-07-23 10:00:03
136,-1,0,2020-07-23 00:00:00,2020-07-23 09:59:18
153,-1,0,2020-07-23 00:00:00,2020-07-23 10:58:50
98,-1,0,2020-07-23 00:00:00,2020-07-23 11:08:17
34,-1,0,2020-07-23 00:00:00,2020-07-23 08:20:35
71,-1,0,2020-07-23 00:00:00,2020-07-23 09:18:27
120,-1,0,2020-07-23 00:00:00,2020-07-23 07:40:42
133,-1,0,2020-07-23 00:00:00,2020-07-23 09:24:58
63,-1,0,2020-07-23 00:00:00,2020-07-23 08:37:52
122,-1,0,2020-07-23 00:00:00,2020-07-23 10:25:24
154,-1,0,2020-07-23 00:00:00,2020-07-23 10:23:04
3,-1,0,2020-07-23 00:00:00,2020-07-23 08:42:39
33,-1,0,2020-07-23 00:00:00,2020-07-23 08:30:25
56,-1,0,2020-07-23 00:00:00,2020-07-23 07:59:17
8,-1,0,2020-07-23 00:00:00,2020-07-23 09:20:29
93,-1,0,2020-07-23 00:00:00,2020-07-23 10:28:06
60,-1,0,2020-07-23 00:00:00,2020-07-23 09:23:00
21,-1,0,2020-07-23 00:00:00,2020-07-23 10:01:32
20,-1,0,2020-07-23 00:00:00,2020-07-23 09:52:09
24,-1,0,2020-07-23 00:00:00,2020-07-23 09:42:47
92,-1,0,2020-07-23 00:00:00,2020-07-23 09:04:55
75,-1,0,2020-07-23 00:00:00,2020-07-23 09:06:47
38,-1,0,2020-07-23 00:00:00,2020-07-23 09:34:50
31,-1,0,2020-07-23 00:00:00,2020-07-23 10:50:21
46,-1,0,2020-07-23 00:00:00,2020-07-23 08:48:44
35,-1,0,2020-07-23 00:00:00,2020-07-23 11:17:36
52,-1,0,2020-07-23 00:00:00,2020-07-23 08:58:29
10,-1,0,2020-07-23 00:00:00,2020-07-23 09:55:27
17,-1,0,2020-07-23 00:00:00,2020-07-23 09:08:26
77,-1,0,2020-07-23 00:00:00,2020-07-23 10:04:06
6,-1,0,2020-07-23 00:00:00,2020-07-23 07:59:22
91,0,124,2020-07-23 06:53:41,2020-07-23 06:54:01
91,0,304,2020-07-23 06:54:01,2020-07-23 06:54:31
91,0,303,2020-07-23 06:54:31,2020-07-23 06:54:54
91,0,302,2020-07-23 06:54:54,2020-07-23 06:55:21
91,0,301,2020-07-23 06:55:21,2020-07-23 06:57:48
91,0,0,2020-07-23 06:57:48,2020-07-23 07:03:10
91,0,0,2020-07-23 07:03:10,2020-07-23 07:12:55
91,0,0,2020-07-23 07:12:55,2020-07-23 07:22:20
91,0,0,2020-07-23 07:22:20,2020-07-23 07:32:07
91,0,0,2020-07-23 07:32:07,2020-07-23 07:41:44
120,0,0,2020-07-23 07:40:42,2020-07-23 07:53:25
91,0,0,2020-07-23 07:41:44,2020-07-23 07:52:00
76,0,0,2020-07-23 07:45:33,2020-07-23 07:56:49
83,0,0,2020-07-23 07:46:35,2020-07-23 07:54:46
91,74,0,2020-07-23 07:52:00,2020-07-23 07:54:07
120,0,0,2020-07-23 07:53:25,2020-07-23 08:04:11
91,74,301,2020-07-23 07:54:07,2020-07-23 07:54:20
91,74,401,2020-07-23 07:54:20,2020-07-23 07:54:35
91,74,402,2020-07-23 07:54:35,2020-07-23 07:55:05
78,0,0,2020-07-23 07:54:36,2020-07-23 08:06:05
83,23,0,2020-07-23 07:54:46,2020-07-23 07:57:55
91,74,403,2020-07-23 07:55:05,2020-07-23 07:55:40
91,74,404,2020-07-23 07:55:40,2020-07-23 07:56:10
91,74,405,2020-07-23 07:56:10,2020-07-23 07:56:58
76,0,0,2020-07-23 07:56:49,2020-07-23 08:05:35
91,74,406,2020-07-23 07:56:58,2020-07-23 07:57:27
91,74,227,2020-07-23 07:57:27,2020-07-23 10:46:45
155,142,0,2020-07-23 07:57:50,2020-07-23 08:04:42
83,23,301,2020-07-23 07:57:55,2020-07-23 07:58:03
83,23,401,2020-07-23 07:58:03,2020-07-23 07:58:19
83,23,402,2020-07-23 07:58:19,2020-07-23 07:58:38
83,23,403,2020-07-23 07:58:38,2020-07-23 08:00:14
56,0,0,2020-07-23 07:59:17,2020-07-23 08:07:42
6,0,0,2020-07-23 07:59:22,2020-07-23 08:08:53
83,23,412,2020-07-23 08:00:14,2020-07-23 08:01:41
2,0,0,2020-07-23 08:00:20,2020-07-23 08:09:13
145,0,0,2020-07-23 08:01:02,2020-07-23 08:11:37
83,23,415,2020-07-23 08:01:41,2020-07-23 08:02:25
39,0,0,2020-07-23 08:01:52,2020-07-23 08:11:20
95,24,0,2020-07-23 08:01:59,2020-07-23 08:02:48
83,23,416,2020-07-23 08:02:25,2020-07-23 08:02:50
95,24,326,2020-07-23 08:02:48,2020-07-23 08:03:08
83,23,243,2020-07-23 08:02:50,2020-07-23 10:17:57
95,24,320,2020-07-23 08:03:08,2020-07-23 08:04:21
120,0,0,2020-07-23 08:04:11,2020-07-23 08:12:38
95,24,315,2020-07-23 08:04:21,2020-07-23 08:04:53
155,142,324,2020-07-23 08:04:42,2020-07-23 08:05:38
9,19,0,2020-07-23 08:04:43,2020-07-23 08:10:41
95,24,104,2020-07-23 08:04:53,2020-07-23 09:22:15
76,0,0,2020-07-23 08:05:35,2020-07-23 08:16:04
155,142,177,2020-07-23 08:05:38,2020-07-23 08:30:09
78,0,0,2020-07-23 08:06:05,2020-07-23 08:17:40
56,0,0,2020-07-23 08:07:42,2020-07-23 08:19:02
6,0,0,2020-07-23 08:08:53,2020-07-23 08:20:08
2,0,0,2020-07-23 08:09:13,2020-07-23 08:19:35
91,45,0,2020-07-23 08:09:46,2020-07-23 08:10:32
15,0,0,2020-07-23 08:09:47,2020-07-23 08:21:15
91,45,326,2020-07-23 08:10:32,2020-07-23 08:10:44
9,19,307,2020-07-23 08:10:41,2020-07-23 08:11:07
91,45,320,2020-07-23 08:10:44,2020-07-23 08:12:18
9,19,147,2020-07-23 08:11:07,2020-07-23 09:18:14
39,0,0,2020-07-23 08:11:20,2020-07-23 08:21:22
26,11,0,2020-07-23 08:11:23,2020-07-23 08:15:27
145,140,0,2020-07-23 08:11:37,2020-07-23 08:12:23
91,45,315,2020-07-23 08:12:18,2020-07-23 08:13:44
145,140,326,2020-07-23 08:12:23,2020-07-23 08:12:41
120,0,0,2020-07-23 08:12:38,2020-07-23 08:23:00
145,140,320,2020-07-23 08:12:41,2020-07-23 08:12:53
119,0,0,2020-07-23 08:12:47,2020-07-23 08:23:51
145,140,101,2020-07-23 08:12:53,2020-07-23 08:57:07
19,0,0,2020-07-23 08:13:40,2020-07-23 08:23:44
91,45,303,2020-07-23 08:13:44,2020-07-23 08:14:08
91,45,304,2020-07-23 08:14:08,2020-07-23 08:14:22
91,45,124,2020-07-23 08:14:22,2020-07-23 06:53:41
26,11,301,2020-07-23 08:15:27,2020-07-23 08:15:41
28,19,0,2020-07-23 08:15:36,2020-07-23 08:16:24
26,11,120,2020-07-23 08:15:41,2020-07-23 09:48:24
76,0,0,2020-07-23 08:16:04,2020-07-23 08:26:11
151,0,0,2020-07-23 08:16:16,2020-07-23 08:25:28
28,19,326,2020-07-23 08:16:24,2020-07-23 08:16:46
49,0,0,2020-07-23 08:16:40,2020-07-23 08:26:00
