PersonID,EventID,SpaceID,StartDateTime,EndDateTime
156,-1,0,2020-03-04 00:00:00,2020-03-04 06:44:21
137,-1,0,2020-03-04 00:00:00,2020-03-04 09:41:06
52,-1,0,2020-03-04 00:00:00,2020-03-04 08:27:13
135,-1,0,2020-03-04 00:00:00,2020-03-04 12:10:44
57,-1,0,2020-03-04 00:00:00,2020-03-04 09:54:22
64,-1,0,2020-03-04 00:00:00,2020-03-04 09:07:54
104,-1,0,2020-03-04 00:00:00,2020-03-04 10:08:33
73,-1,0,2020-03-04 00:00:00,2020-03-04 09:06:56
139,-1,0,2020-03-04 00:00:00,2020-03-04 10:16:47
99,-1,0,2020-03-04 00:00:00,2020-03-04 08:32:27
75,-1,0,2020-03-04 00:00:00,2020-03-04 08:25:58
11,-1,0,2020-03-04 00:00:00,2020-03-04 08:44:50
115,-1,0,2020-03-04 00:00:00,2020-03-04 12:02:24
88,-1,0,2020-03-04 00:00:00,2020-03-04 09:58:24
120,-1,0,2020-03-04 00:00:00,2020-03-04 10:28:01
111,-1,0,2020-03-04 00:00:00,2020-03-04 09:17:25
96,-1,0,2020-03-04 00:00:00,2020-03-04 08:14:57
7,-1,0,2020-03-04 00:00:00,2020-03-04 08:49:42
148,-1,0,2020-03-04 00:00:00,2020-03-04 10:10:16
90,-1,0,2020-03-04 00:00:00,2020-03-04 09:21:18
48,-1,0,2020-03-04 00:00:00,2020-03-04 09:28:19
32,-1,0,2020-03-04 00:00:00,2020-03-04 09:40:12
78,-1,0,2020-03-04 00:00:00,2020-03-04 09:20:39
100,-1,0,2020-03-04 00:00:00,2020-03-04 11:25:50
157,-1,0,2020-03-04 00:00:00,2020-03-04 08:24:17
126,-1,0,2020-03-04 00:00:00,2020-03-04 10:06:20
9,-1,0,2020-03-04 00:00:00,2020-03-04 08:26:18
154,-1,0,2020-03-04 00:00:00,2020-03-04 11:37:07
5,-1,0,2020-03-04 00:00:00,2020-03-04 08:02:37
160,-1,0,2020-03-04 00:00:00,2020-03-04 08:14:54
43,-1,0,2020-03-04 00:00:00,2020-03-04 10:04:17
153,-1,0,2020-03-04 00:00:00,2020-03-04 11:31:55
102,-1,0,2020-03-04 00:00:00,2020-03-04 09:30:41
23,-1,0,2020-03-04 00:00:00,2020-03-04 09:28:46
105,-1,0,2020-03-04 00:00:00,2020-03-04 10:53:30
123,-1,0,2020-03-04 00:00:00,2020-03-04 12:05:34
152,-1,0,2020-03-04 00:00:00,2020-03-04 12:00:46
134,-1,0,2020-03-04 00:00:00,2020-03-04 11:24:09
141,-1,0,2020-03-04 00:00:00,2020-03-04 08:19:40
69,-1,0,2020-03-04 00:00:00,2020-03-04 08:42:13
68,-1,0,2020-03-04 00:00:00,2020-03-04 10:18:31
38,-1,0,2020-03-04 00:00:00,2020-03-04 09:24:57
144,-1,0,2020-03-04 00:00:00,2020-03-04 08:57:04
53,-1,0,2020-03-04 00:00:00,2020-03-04 10:50:01
140,-1,0,2020-03-04 00:00:00,2020-03-04 09:30:12
118,-1,0,2020-03-04 00:00:00,2020-03-04 11:55:58
132,-1,0,2020-03-04 00:00:00,2020-03-04 10:10:24
95,-1,0,2020-03-04 00:00:00,2020-03-04 07:50:24
136,-1,0,2020-03-04 00:00:00,2020-03-04 10:38:45
27,-1,0,2020-03-04 00:00:00,2020-03-04 09:15:12
142,-1,0,2020-03-04 00:00:00,2020-03-04 10:09:34
6,-1,0,2020-03-04 00:00:00,2020-03-04 10:32:10
4,-1,0,2020-03-04 00:00:00,2020-03-04 09:14:36
56,-1,0,2020-03-04 00:00:00,2020-03-04 10:15:15
40,-1,0,2020-03-04 00:00:00,2020-03-04 08:50:39
